movie,actor,year,ranking,votes
Dzikie historie,Horacio Vay,111.88888888888889,0.44999999999999996,11833.333333333334
Dzikie historie,Javier Pedersoli,111.88888888888889,0.44999999999999996,11833.333333333334
Dzikie historie,Héctor Drachtman,111.88888888888889,0.44999999999999996,11833.333333333334
Dzikie historie,María Rosa López Ottonello,111.88888888888889,0.44999999999999996,11833.333333333334
Dzikie historie,Rita Cortese,111.88888888888889,0.44999999999999996,11833.333333333334
Dzikie historie,Julieta Zylberberg,111.88888888888889,0.44999999999999996,11833.333333333334
Dzikie historie,César Bordón,111.88888888888889,0.44999999999999996,11833.333333333334
Dzikie historie,Juan Santiago Linari,111.88888888888889,0.44999999999999996,11833.333333333334
Dzikie historie,Leonardo Sbaraglia,111.88888888888889,0.44999999999999996,11833.333333333334
Stowarzyszenie Umarłych Poetów,Robin Williams,110.5,0.44999999999999996,29666.666666666668
Stowarzyszenie Umarłych Poetów,Robert Sean Leonard,110.5,0.44999999999999996,29666.666666666668
Stowarzyszenie Umarłych Poetów,Ethan Hawke,110.5,0.44999999999999996,29666.666666666668
Stowarzyszenie Umarłych Poetów,Josh Charles,110.5,0.44999999999999996,29666.666666666668
Stowarzyszenie Umarłych Poetów,Gale Hansen,110.5,0.44999999999999996,29666.666666666668
Stowarzyszenie Umarłych Poetów,Dylan Kussman,110.5,0.44999999999999996,29666.666666666668
Stowarzyszenie Umarłych Poetów,Allelon Ruggiero,110.5,0.44999999999999996,29666.666666666668
Stowarzyszenie Umarłych Poetów,James Waterston,110.5,0.44999999999999996,29666.666666666668
Stowarzyszenie Umarłych Poetów,Norman Lloyd,110.5,0.44999999999999996,29666.666666666668
Stowarzyszenie Umarłych Poetów,Kurtwood Smith,110.5,0.44999999999999996,29666.666666666668
Stowarzyszenie Umarłych Poetów,Carla Belver,110.5,0.44999999999999996,29666.666666666668
Stowarzyszenie Umarłych Poetów,Leon Pownall,110.5,0.44999999999999996,29666.666666666668
Stowarzyszenie Umarłych Poetów,George Martin,110.5,0.44999999999999996,29666.666666666668
Stowarzyszenie Umarłych Poetów,Joe Aufiery,110.5,0.44999999999999996,29666.666666666668
Stowarzyszenie Umarłych Poetów,Matt Carey,110.5,0.44999999999999996,29666.666666666668
Stowarzyszenie Umarłych Poetów,Kevin Cooney,110.5,0.44999999999999996,29666.666666666668
