movie,actor,n,year,ranking,votes
Światła wielkiego miasta,Jeanne Carpenter,18,1931,8.5,194000
Czas Apokalipsy,Martin Sheen,18,1979,8.4,701000
Czas Apokalipsy,Marlon Brando,18,1979,8.4,701000
Czas Apokalipsy,Robert Duvall,18,1979,8.4,701000
Czas Apokalipsy,Frederic Forrest,18,1979,8.4,701000
Czas Apokalipsy,Sam Bottoms,18,1979,8.4,701000
Czas Apokalipsy,Laurence Fishburne,18,1979,8.4,701000
Czas Apokalipsy,Albert Hall,18,1979,8.4,701000
Czas Apokalipsy,Harrison Ford,18,1979,8.4,701000
Czas Apokalipsy,Dennis Hopper,18,1979,8.4,701000
Czas Apokalipsy,G.D. Spradlin,18,1979,8.4,701000
Czas Apokalipsy,Jerry Ziesmer,18,1979,8.4,701000
Czas Apokalipsy,Scott Glenn,18,1979,8.4,701000
Czas Apokalipsy,Bo Byers,18,1979,8.4,701000
Czas Apokalipsy,James Keane,18,1979,8.4,701000
Czas Apokalipsy,Kerry Rossall,18,1979,8.4,701000
Czas Apokalipsy,Ron McQueen,18,1979,8.4,701000
Czas Apokalipsy,Tom Mason,18,1979,8.4,701000
Czas Apokalipsy,Cynthia Wood,18,1979,8.4,701000
Django,Jamie Foxx,18,2012,8.5,1700000
Django,Christoph Waltz,18,2012,8.5,1700000
Django,Leonardo DiCaprio,18,2012,8.5,1700000
Django,Kerry Washington,18,2012,8.5,1700000
Django,Samuel L. Jackson,18,2012,8.5,1700000
Django,Walton Goggins,18,2012,8.5,1700000
Django,Dennis Christopher,18,2012,8.5,1700000
Django,James Remar,18,2012,8.5,1700000
Django,David Steen,18,2012,8.5,1700000
Django,Dana Gourrier,18,2012,8.5,1700000
Django,Nichole Galicia,18,2012,8.5,1700000
Django,Laura Cayouette,18,2012,8.5,1700000
Django,Ato Essandoh,18,2012,8.5,1700000
Django,Sammi Rotibi,18,2012,8.5,1700000
Django,Clay Donahue Fontenot,18,2012,8.5,1700000
Django,Escalante Lundy,18,2012,8.5,1700000
Django,Miriam F. Glover,18,2012,8.5,1700000
Django,Don Johnson,18,2012,8.5,1700000
Memento,Guy Pearce,15,2000,8.4,1300000
Memento,Carrie-Anne Moss,15,2000,8.4,1300000
Memento,Joe Pantoliano,15,2000,8.4,1300000
Memento,Mark Boone Junior,15,2000,8.4,1300000
Memento,Russ Fega,15,2000,8.4,1300000
Memento,Jorja Fox,15,2000,8.4,1300000
Memento,Stephen Tobolowsky,15,2000,8.4,1300000
Memento,Harriet Sansom Harris,15,2000,8.4,1300000
Memento,Thomas Lennon,15,2000,8.4,1300000
Memento,Callum Keith Rennie,15,2000,8.4,1300000
Memento,Kimberly Campbell,15,2000,8.4,1300000
Memento,Marianne Muellerleile,15,2000,8.4,1300000
Memento,Larry Holden,15,2000,8.4,1300000
Memento,Stephanie Searson,15,2000,8.4,1300000
Memento,Buzz Visconti,15,2000,8.4,1300000
Poszukiwacze zaginionej Arki,Harrison Ford,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,Karen Allen,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,Paul Freeman,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,John Rhys-Davies,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,Ronald Lacey,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,Denholm Elliott,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,Alfred Molina,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,Wolf Kahler,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,Anthony Higgins,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,Vic Tablian,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,Don Fellows,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,William Hootkins,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,Bill Reimbold,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,Fred Sorenson,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,Patrick Durkin,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,Matthew Scurfield,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,Malcolm Weaver,18,1981,8.4,1000000
Poszukiwacze zaginionej Arki,Sonny Caldinez,18,1981,8.4,1000000
WALL·E,Ben Burtt,16,2008,8.4,1200000
WALL·E,Elissa Knight,16,2008,8.4,1200000
WALL·E,Jeff Garlin,16,2008,8.4,1200000
WALL·E,Fred Willard,16,2008,8.4,1200000
WALL·E,MacInTalk,16,2008,8.4,1200000
WALL·E,John Ratzenberger,16,2008,8.4,1200000
WALL·E,Kathy Najimy,16,2008,8.4,1200000
WALL·E,Sigourney Weaver,16,2008,8.4,1200000
WALL·E,Brian Cummings,16,2008,8.4,1200000
WALL·E,Karleen Griffin,16,2008,8.4,1200000
WALL·E,Kim Kopf,16,2008,8.4,1200000
WALL·E,Niki McElroy,16,2008,8.4,1200000
WALL·E,Garrett Palmer,16,2008,8.4,1200000
WALL·E,Jessica Skelton,16,2008,8.4,1200000
WALL·E,Kai Steel Smith,16,2008,8.4,1200000
WALL·E,Michael Toy,16,2008,8.4,1200000
Życie na podsłuchu,Ulrich Mühe,18,2006,8.4,406000
Życie na podsłuchu,Martina Gedeck,18,2006,8.4,406000
Życie na podsłuchu,Sebastian Koch,18,2006,8.4,406000
Życie na podsłuchu,Ulrich Tukur,18,2006,8.4,406000
Życie na podsłuchu,Thomas Thieme,18,2006,8.4,406000
Życie na podsłuchu,Hans-Uwe Bauer,18,2006,8.4,406000
Życie na podsłuchu,Volkmar Kleinert,18,2006,8.4,406000
Życie na podsłuchu,Matthias Brenner,18,2006,8.4,406000
Życie na podsłuchu,Charly Hübner,18,2006,8.4,406000
Życie na podsłuchu,Herbert Knaup,18,2006,8.4,406000
Życie na podsłuchu,Bastian Trost,18,2006,8.4,406000
Życie na podsłuchu,Marie Gruber,18,2006,8.4,406000
Życie na podsłuchu,Volker Zack,18,2006,8.4,406000
Życie na podsłuchu,Werner Daehn,18,2006,8.4,406000
Życie na podsłuchu,Martin Brambach,18,2006,8.4,406000
Życie na podsłuchu,Hubertus Hartmann,18,2006,8.4,406000
Życie na podsłuchu,Thomas Arnold,18,2006,8.4,406000
Życie na podsłuchu,Hinnerk Schönemann,18,2006,8.4,406000
Bulwar Zachodzącego Słońca,William Holden,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Gloria Swanson,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Erich von Stroheim,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Nancy Olson,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Fred Clark,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Lloyd Gough,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Jack Webb,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Franklyn Farnum,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Larry J. Blake,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Charles Dayton,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Cecil B. DeMille,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Hedda Hopper,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Buster Keaton,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Anna Q. Nilsson,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,H.B. Warner,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Ray Evans,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Jay Livingston,18,1950,8.4,234000
Bulwar Zachodzącego Słońca,Fred Aldrich,18,1950,8.4,234000
Ścieżki chwały,Kirk Douglas,18,1957,8.4,209000
Ścieżki chwały,Ralph Meeker,18,1957,8.4,209000
Ścieżki chwały,Adolphe Menjou,18,1957,8.4,209000
Ścieżki chwały,George Macready,18,1957,8.4,209000
Ścieżki chwały,Wayne Morris,18,1957,8.4,209000
Ścieżki chwały,Richard Anderson,18,1957,8.4,209000
Ścieżki chwały,Joe Turkel,18,1957,8.4,209000
Ścieżki chwały,Christiane Kubrick,18,1957,8.4,209000
Ścieżki chwały,Jerry Hausner,18,1957,8.4,209000
Ścieżki chwały,Peter Capell,18,1957,8.4,209000
Ścieżki chwały,Emile Meyer,18,1957,8.4,209000
Ścieżki chwały,Bert Freed,18,1957,8.4,209000
Ścieżki chwały,Kem Dibbs,18,1957,8.4,209000
Ścieżki chwały,Timothy Carey,18,1957,8.4,209000
Ścieżki chwały,Fred Bell,18,1957,8.4,209000
Ścieżki chwały,John Stein,18,1957,8.4,209000
Ścieżki chwały,Harold Benedict,18,1957,8.4,209000
Ścieżki chwały,Leon Briggs,18,1957,8.4,209000
Avengers: Wojna bez granic,Robert Downey Jr.,18,2018,8.4,1200000
Avengers: Wojna bez granic,Chris Hemsworth,18,2018,8.4,1200000
Avengers: Wojna bez granic,Mark Ruffalo,18,2018,8.4,1200000
Avengers: Wojna bez granic,Chris Evans,18,2018,8.4,1200000
Avengers: Wojna bez granic,Scarlett Johansson,18,2018,8.4,1200000
Avengers: Wojna bez granic,Don Cheadle,18,2018,8.4,1200000
Avengers: Wojna bez granic,Benedict Cumberbatch,18,2018,8.4,1200000
Avengers: Wojna bez granic,Tom Holland,18,2018,8.4,1200000
Avengers: Wojna bez granic,Chadwick Boseman,18,2018,8.4,1200000
Avengers: Wojna bez granic,Zoe Saldana,18,2018,8.4,1200000
Avengers: Wojna bez granic,Karen Gillan,18,2018,8.4,1200000
Avengers: Wojna bez granic,Tom Hiddleston,18,2018,8.4,1200000
Avengers: Wojna bez granic,Paul Bettany,18,2018,8.4,1200000
Avengers: Wojna bez granic,Elizabeth Olsen,18,2018,8.4,1200000
Avengers: Wojna bez granic,Anthony Mackie,18,2018,8.4,1200000
Avengers: Wojna bez granic,Sebastian Stan,18,2018,8.4,1200000
Avengers: Wojna bez granic,Idris Elba,18,2018,8.4,1200000
Avengers: Wojna bez granic,Danai Gurira,18,2018,8.4,1200000
Lśnienie,Jack Nicholson,18,1980,8.4,1100000
Lśnienie,Shelley Duvall,18,1980,8.4,1100000
Lśnienie,Danny Lloyd,18,1980,8.4,1100000
Lśnienie,Scatman Crothers,18,1980,8.4,1100000
Lśnienie,Barry Nelson,18,1980,8.4,1100000
Lśnienie,Philip Stone,18,1980,8.4,1100000
Lśnienie,Joe Turkel,18,1980,8.4,1100000
Lśnienie,Anne Jackson,18,1980,8.4,1100000
Lśnienie,Tony Burton,18,1980,8.4,1100000
Lśnienie,Lia Beldam,18,1980,8.4,1100000
Lśnienie,Billie Gibson,18,1980,8.4,1100000
Lśnienie,Barry Dennen,18,1980,8.4,1100000
Lśnienie,David Baxt,18,1980,8.4,1100000
Lśnienie,Manning Redwood,18,1980,8.4,1100000
Lśnienie,Lisa Burns,18,1980,8.4,1100000
Lśnienie,Louise Burns,18,1980,8.4,1100000
Lśnienie,Robin Pappas,18,1980,8.4,1100000
Lśnienie,Alison Coleridge,18,1980,8.4,1100000
Spider-Man Uniwersum,Shameik Moore,18,2018,8.4,652000
Spider-Man Uniwersum,Jake Johnson,18,2018,8.4,652000
Spider-Man Uniwersum,Hailee Steinfeld,18,2018,8.4,652000
Spider-Man Uniwersum,Mahershala Ali,18,2018,8.4,652000
Spider-Man Uniwersum,Brian Tyree Henry,18,2018,8.4,652000
Spider-Man Uniwersum,Lily Tomlin,18,2018,8.4,652000
Spider-Man Uniwersum,Luna Lauren Velez,18,2018,8.4,652000
Spider-Man Uniwersum,Zoë Kravitz,18,2018,8.4,652000
Spider-Man Uniwersum,John Mulaney,18,2018,8.4,652000
Spider-Man Uniwersum,Kimiko Glenn,18,2018,8.4,652000
Spider-Man Uniwersum,Nicolas Cage,18,2018,8.4,652000
Spider-Man Uniwersum,Kathryn Hahn,18,2018,8.4,652000
Spider-Man Uniwersum,Liev Schreiber,18,2018,8.4,652000
Spider-Man Uniwersum,Chris Pine,18,2018,8.4,652000
Spider-Man Uniwersum,Natalie Morales,18,2018,8.4,652000
Spider-Man Uniwersum,Edwin R. Habacon,18,2018,8.4,652000
Spider-Man Uniwersum,Oscar Isaac,18,2018,8.4,652000
Spider-Man Uniwersum,Greta Lee,18,2018,8.4,652000
Świadek oskarżenia,Tyrone Power,18,1957,8.4,135000
Świadek oskarżenia,Marlene Dietrich,18,1957,8.4,135000
Świadek oskarżenia,Charles Laughton,18,1957,8.4,135000
Świadek oskarżenia,Elsa Lanchester,18,1957,8.4,135000
Świadek oskarżenia,John Williams,18,1957,8.4,135000
Świadek oskarżenia,Henry Daniell,18,1957,8.4,135000
Świadek oskarżenia,Ian Wolfe,18,1957,8.4,135000
Świadek oskarżenia,Torin Thatcher,18,1957,8.4,135000
Świadek oskarżenia,Norma Varden,18,1957,8.4,135000
Świadek oskarżenia,Una O'Connor,18,1957,8.4,135000
Świadek oskarżenia,Francis Compton,18,1957,8.4,135000
Świadek oskarżenia,Philip Tonge,18,1957,8.4,135000
Świadek oskarżenia,Ruta Lee,18,1957,8.4,135000
Świadek oskarżenia,Patrick Aherne,18,1957,8.4,135000
Świadek oskarżenia,Don Ames,18,1957,8.4,135000
Świadek oskarżenia,Walter Bacon,18,1957,8.4,135000
Świadek oskarżenia,Eddie Baker,18,1957,8.4,135000
Świadek oskarżenia,Benjie Bancroft,18,1957,8.4,135000
Dyktator,Charles Chaplin,18,1940,8.4,235000
Dyktator,Paulette Goddard,18,1940,8.4,235000
Dyktator,Jack Oakie,18,1940,8.4,235000
Dyktator,Reginald Gardiner,18,1940,8.4,235000
Dyktator,Henry Daniell,18,1940,8.4,235000
Dyktator,Billy Gilbert,18,1940,8.4,235000
Dyktator,Grace Hayle,18,1940,8.4,235000
Dyktator,Carter DeHaven,18,1940,8.4,235000
Dyktator,Maurice Moscovitch,18,1940,8.4,235000
Dyktator,Emma Dunn,18,1940,8.4,235000
Dyktator,Bernard Gorcey,18,1940,8.4,235000
Dyktator,Paul Weigel,18,1940,8.4,235000
Dyktator,Chester Conklin,18,1940,8.4,235000
Dyktator,Esther Michelson,18,1940,8.4,235000
Dyktator,Hank Mann,18,1940,8.4,235000
Dyktator,Florence Wright,18,1940,8.4,235000
Dyktator,Eddie Gribbon,18,1940,8.4,235000
Dyktator,Rudolph Anders,18,1940,8.4,235000
Obcy 2 - decydujące starcie,Sigourney Weaver,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Michael Biehn,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Carrie Henn,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Paul Reiser,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Lance Henriksen,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Bill Paxton,18,1986,8.4,753000
Obcy 2 - decydujące starcie,William Hope,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Jenette Goldstein,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Al Matthews,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Mark Rolston,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Ricco Ross,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Colette Hiller,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Daniel Kash,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Cynthia Dale Scott,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Tip Tipping,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Trevor Steedman,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Paul Maxwell,18,1986,8.4,753000
Obcy 2 - decydujące starcie,Valerie Colgan,18,1986,8.4,753000
Oppenheimer,Cillian Murphy,18,2023,8.4,595000
Oppenheimer,Emily Blunt,18,2023,8.4,595000
Oppenheimer,Matt Damon,18,2023,8.4,595000
Oppenheimer,Robert Downey Jr.,18,2023,8.4,595000
Oppenheimer,Alden Ehrenreich,18,2023,8.4,595000
Oppenheimer,Scott Grimes,18,2023,8.4,595000
Oppenheimer,Jason Clarke,18,2023,8.4,595000
Oppenheimer,Kurt Koehler,18,2023,8.4,595000
Oppenheimer,Tony Goldwyn,18,2023,8.4,595000
Oppenheimer,John Gowans,18,2023,8.4,595000
Oppenheimer,Macon Blair,18,2023,8.4,595000
Oppenheimer,James D'Arcy,18,2023,8.4,595000
Oppenheimer,Kenneth Branagh,18,2023,8.4,595000
Oppenheimer,Harry Groener,18,2023,8.4,595000
Oppenheimer,Gregory Jbara,18,2023,8.4,595000
Oppenheimer,Ted King,18,2023,8.4,595000
Oppenheimer,Tim DeKay,18,2023,8.4,595000
Oppenheimer,Steven Houska,18,2023,8.4,595000
Bękarty wojny,Brad Pitt,18,2009,8.4,1600000
Bękarty wojny,Diane Kruger,18,2009,8.4,1600000
Bękarty wojny,Eli Roth,18,2009,8.4,1600000
Bękarty wojny,Mélanie Laurent,18,2009,8.4,1600000
Bękarty wojny,Christoph Waltz,18,2009,8.4,1600000
Bękarty wojny,Michael Fassbender,18,2009,8.4,1600000
Bękarty wojny,Daniel Brühl,18,2009,8.4,1600000
Bękarty wojny,Til Schweiger,18,2009,8.4,1600000
Bękarty wojny,Gedeon Burkhard,18,2009,8.4,1600000
Bękarty wojny,Jacky Ido,18,2009,8.4,1600000
Bękarty wojny,B.J. Novak,18,2009,8.4,1600000
Bękarty wojny,Omar Doom,18,2009,8.4,1600000
Bękarty wojny,August Diehl,18,2009,8.4,1600000
Bękarty wojny,Denis Ménochet,18,2009,8.4,1600000
Bękarty wojny,Sylvester Groth,18,2009,8.4,1600000
Bękarty wojny,Martin Wuttke,18,2009,8.4,1600000
Bękarty wojny,Mike Myers,18,2009,8.4,1600000
Bękarty wojny,Julie Dreyfus,18,2009,8.4,1600000
Mroczny Rycerz powstaje,Christian Bale,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Tom Hardy,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Anne Hathaway,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Gary Oldman,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Joseph Gordon-Levitt,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Marion Cotillard,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Morgan Freeman,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Michael Caine,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Matthew Modine,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Alon Aboutboul,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Ben Mendelsohn,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Burn Gorman,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Daniel Sunjata,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Aidan Gillen,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Sam Kennard,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Aliash Tepina,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Nestor Carbonell,18,2012,8.4,1800000
Mroczny Rycerz powstaje,Brett Cullen,18,2012,8.4,1800000
American Beauty,Kevin Spacey,18,1999,8.3,1200000
American Beauty,Annette Bening,18,1999,8.3,1200000
American Beauty,Thora Birch,18,1999,8.3,1200000
American Beauty,Wes Bentley,18,1999,8.3,1200000
American Beauty,Mena Suvari,18,1999,8.3,1200000
American Beauty,Peter Gallagher,18,1999,8.3,1200000
American Beauty,Allison Janney,18,1999,8.3,1200000
American Beauty,Chris Cooper,18,1999,8.3,1200000
American Beauty,Scott Bakula,18,1999,8.3,1200000
American Beauty,Sam Robards,18,1999,8.3,1200000
American Beauty,Barry Del Sherman,18,1999,8.3,1200000
American Beauty,Ara Celi,18,1999,8.3,1200000
American Beauty,John Cho,18,1999,8.3,1200000
American Beauty,Fort Atkinson,18,1999,8.3,1200000
American Beauty,Sue Casey,18,1999,8.3,1200000
American Beauty,Kent Faulcon,18,1999,8.3,1200000
American Beauty,Brenda Wehle,18,1999,8.3,1200000
American Beauty,Lisa Cloud,18,1999,8.3,1200000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Peter Sellers,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",George C. Scott,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Sterling Hayden,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Keenan Wynn,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Slim Pickens,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Peter Bull,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",James Earl Jones,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Tracy Reed,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Jack Creley,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Frank Berry,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Robert O'Neil,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Glenn Beck,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Roy Stephens,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Shane Rimmer,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Hal Galili,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Paul Tamarin,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Laurence Herder,18,1964,8.4,512000
"Dr Strangelove, czyli jak przestałem się martwić i pokochałem bombę",Gordon Tanner,18,1964,8.4,512000
Oldboy,Choi Min-sik,18,2003,8.3,624000
Oldboy,Yoo Ji-tae,18,2003,8.3,624000
Oldboy,Kang Hye-jeong,18,2003,8.3,624000
Oldboy,Kim Byeong-Ok,18,2003,8.3,624000
Oldboy,Ji Dae-han,18,2003,8.3,624000
Oldboy,Oh Dal-su,18,2003,8.3,624000
Oldboy,Seung-shin Lee,18,2003,8.3,624000
Oldboy,Jin-Seo Yoon,18,2003,8.3,624000
Oldboy,Oh Tae-kyung,18,2003,8.3,624000
Oldboy,Yoo Yeon-Seok,18,2003,8.3,624000
Oldboy,Il-han Oo,18,2003,8.3,624000
Oldboy,Young-hee Lee,18,2003,8.3,624000
Oldboy,Young-ae Kim,18,2003,8.3,624000
Oldboy,Mi Mi Lee,18,2003,8.3,624000
Oldboy,Jae-Duk Han,18,2003,8.3,624000
Oldboy,Jung Ae Kwak,18,2003,8.3,624000
Oldboy,San Kim,18,2003,8.3,624000
Oldboy,Chae-soo Jang,18,2003,8.3,624000
Coco,Anthony Gonzalez,18,2017,8.4,574000
Coco,Gael García Bernal,18,2017,8.4,574000
Coco,Benjamin Bratt,18,2017,8.4,574000
Coco,Alanna Ubach,18,2017,8.4,574000
Coco,Renee Victor,18,2017,8.4,574000
Coco,Jaime Camil,18,2017,8.4,574000
Coco,Alfonso Arau,18,2017,8.4,574000
Coco,Herbert Siguenza,18,2017,8.4,574000
Coco,Gabriel Iglesias,18,2017,8.4,574000
Coco,Lombardo Boyar,18,2017,8.4,574000
Coco,Ana Ofelia Murguía,18,2017,8.4,574000
Coco,Natalia Cordova-Buckley,18,2017,8.4,574000
Coco,Selene Luna,18,2017,8.4,574000
Coco,Edward James Olmos,18,2017,8.4,574000
Coco,Sofía Espinosa,18,2017,8.4,574000
Coco,Carla Medina,18,2017,8.4,574000
Coco,Dyana Ortelli,18,2017,8.4,574000
Coco,Luis Valdez,18,2017,8.4,574000
Amadeusz,F. Murray Abraham,18,1984,8.4,423000
Amadeusz,Tom Hulce,18,1984,8.4,423000
Amadeusz,Elizabeth Berridge,18,1984,8.4,423000
Amadeusz,Roy Dotrice,18,1984,8.4,423000
Amadeusz,Simon Callow,18,1984,8.4,423000
Amadeusz,Christine Ebersole,18,1984,8.4,423000
Amadeusz,Jeffrey Jones,18,1984,8.4,423000
Amadeusz,Charles Kay,18,1984,8.4,423000
Amadeusz,Kenneth McMillan,18,1984,8.4,423000
Amadeusz,Kenny Baker,18,1984,8.4,423000
Amadeusz,Lisbeth Bartlett,18,1984,8.4,423000
Amadeusz,Barbara Bryne,18,1984,8.4,423000
Amadeusz,Martin Cavina,18,1984,8.4,423000
Amadeusz,Roderick Cook,18,1984,8.4,423000
Amadeusz,Milan Demjanenko,18,1984,8.4,423000
Amadeusz,Peter DiGesu,18,1984,8.4,423000
Amadeusz,Richard Frank,18,1984,8.4,423000
Amadeusz,Patrick Hines,18,1984,8.4,423000
Toy Story,Tom Hanks,18,1995,8.3,1100000
Toy Story,Tim Allen,18,1995,8.3,1100000
Toy Story,Don Rickles,18,1995,8.3,1100000
Toy Story,Jim Varney,18,1995,8.3,1100000
Toy Story,Wallace Shawn,18,1995,8.3,1100000
Toy Story,John Ratzenberger,18,1995,8.3,1100000
Toy Story,Annie Potts,18,1995,8.3,1100000
Toy Story,John Morris,18,1995,8.3,1100000
Toy Story,Erik von Detten,18,1995,8.3,1100000
Toy Story,Laurie Metcalf,18,1995,8.3,1100000
Toy Story,R. Lee Ermey,18,1995,8.3,1100000
Toy Story,Sarah Rayne,18,1995,8.3,1100000
Toy Story,Penn Jillette,18,1995,8.3,1100000
Toy Story,Jack Angel,18,1995,8.3,1100000
Toy Story,Spencer Aste,18,1995,8.3,1100000
Toy Story,Greg Berg,18,1995,8.3,1100000
Toy Story,Lisa Bradley,18,1995,8.3,1100000
Toy Story,Kendall Cunningham,18,1995,8.3,1100000
Okręt,Jürgen Prochnow,18,1981,8.4,262000
Okręt,Herbert Grönemeyer,18,1981,8.4,262000
Okręt,Klaus Wennemann,18,1981,8.4,262000
Okręt,Hubertus Bengsch,18,1981,8.4,262000
Okręt,Martin Semmelrogge,18,1981,8.4,262000
Okręt,Bernd Tauber,18,1981,8.4,262000
Okręt,Erwin Leder,18,1981,8.4,262000
Okręt,Martin May,18,1981,8.4,262000
Okręt,Heinz Hoenig,18,1981,8.4,262000
Okręt,Uwe Ochsenknecht,18,1981,8.4,262000
Okręt,Claude-Oliver Rudolph,18,1981,8.4,262000
Okręt,Jan Fedder,18,1981,8.4,262000
Okręt,Ralf Richter,18,1981,8.4,262000
Okręt,Joachim Bernhard,18,1981,8.4,262000
Okręt,Oliver Stritzel,18,1981,8.4,262000
Okręt,Konrad Becker,18,1981,8.4,262000
Okręt,Lutz Schnell,18,1981,8.4,262000
Okręt,Martin Hemme,18,1981,8.4,262000
Braveheart - Waleczne Serce,Mel Gibson,18,1995,8.3,1100000
Braveheart - Waleczne Serce,Sophie Marceau,18,1995,8.3,1100000
Braveheart - Waleczne Serce,Patrick McGoohan,18,1995,8.3,1100000
Braveheart - Waleczne Serce,Angus Macfadyen,18,1995,8.3,1100000
Braveheart - Waleczne Serce,James Robinson,18,1995,8.3,1100000
Braveheart - Waleczne Serce,Sean Lawlor,18,1995,8.3,1100000
Braveheart - Waleczne Serce,Sandy Nelson,18,1995,8.3,1100000
Braveheart - Waleczne Serce,James Cosmo,18,1995,8.3,1100000
Braveheart - Waleczne Serce,Sean McGinley,18,1995,8.3,1100000
Braveheart - Waleczne Serce,Alan Tall,18,1995,8.3,1100000
Braveheart - Waleczne Serce,Andrew Weir,18,1995,8.3,1100000
Braveheart - Waleczne Serce,Gerda Stevenson,18,1995,8.3,1100000
Braveheart - Waleczne Serce,Ralph Riach,18,1995,8.3,1100000
Braveheart - Waleczne Serce,Mhairi Calvey,18,1995,8.3,1100000
